Date,Close,Volume
2010-01-04,14.649744033813477,18494100
2010-01-05,14.583453178405762,19013900
2010-01-06,14.583453178405762,14854100
2010-01-07,14.2520112991333,40320400
2010-01-08,14.45087718963623,22090100
2010-01-11,14.583453178405762,10057400
2010-01-12,14.583453178405762,17857900
2010-01-13,14.583453178405762,9168500
2010-01-14,14.517168045043945,13129800
2010-01-15,14.2520112991333,23738800
2010-01-18,14.119433403015137,15963200
2010-01-19,13.78798770904541,29522400
2010-01-20,13.456550598144531,26390400
2010-01-21,13.257683753967285,27047700
2010-01-22,13.125106811523438,26851500
2010-01-25,12.859954833984375,29290000
2010-01-26,12.926243782043457,16540600
2010-01-27,12.594799995422363,17415000
2010-01-28,12.594799995422363,12575200
2010-01-29,12.926243782043457,18929400
2010-02-01,12.859954833984375,17667300
2010-02-02,12.661088943481445,11855200
2010-02-03,13.257683753967285,29199200
2010-02-04,13.125106811523438,13783800
2010-02-05,12.859954833984375,15723900
2010-02-08,12.661088943481445,25766900
2010-02-09,12.462226867675781,17739800
2010-02-10,12.528512001037598,9990500
2010-02-11,12.661088943481445,6253600
2010-02-12,12.859954833984375,17467000
2010-02-15,12.727377891540527,7418200
2010-02-16,12.793664932250977,2742800
2010-02-17,12.793664932250977,10491000
2010-02-18,12.793664932250977,6944900
2010-02-19,12.926243782043457,11516600
2010-02-22,12.926243782043457,8646100
2010-02-23,13.257683753967285,22606600
2010-02-24,13.522836685180664,20089700
2010-02-25,13.323972702026367,11145600
2010-02-26,13.589129447937012,17827400
2010-03-02,13.78798770904541,16530500
2010-03-03,13.986858367919922,17320600
2010-03-04,13.78798770904541,10028300
2010-03-05,13.522836685180664,9437700
2010-03-08,12.99252986907959,17014900
2010-03-09,13.125106811523438,13083300
2010-03-10,13.05882453918457,16270900
2010-03-11,13.191396713256836,14780500
2010-03-12,13.589129447937012,9678700
2010-03-15,13.589129447937012,5408200
2010-03-16,14.2520112991333,29006400
2010-03-17,14.649744033813477,41605500
2010-03-18,14.45087718963623,26378500
2010-03-19,14.848607063293457,28745100
2010-03-22,14.517168045043945,40995600
2010-03-23,14.517168045043945,22769700
2010-03-24,14.649744033813477,23478350
2010-03-25,14.384588241577148,23271300
2010-03-26,13.920565605163574,21062500
2010-03-29,13.854280471801758,10968100
2010-03-30,14.31829833984375,27784500
2010-03-31,14.053146362304688,28570600
2010-04-01,14.31829833984375,21963100
2010-04-02,14.185720443725586,17404900
2010-04-05,14.31829833984375,7865700
2010-04-07,14.185720443725586,42947000
2010-04-08,13.323972702026367,38619900
2010-04-09,13.655415534973145,28572800
2010-04-12,13.05882453918457,36455600
2010-04-16,12.727377891540527,27498100
2010-04-19,12.647078514099121,24181700
2010-04-20,13.516982078552246,29569500
2010-04-21,13.31623649597168,20454600
2010-04-22,13.383149147033691,15983100
2010-04-23,13.04857349395752,23853000
2010-04-26,13.115488052368164,16825000
2010-04-27,12.981658935546875,15096700
2010-04-28,12.71399211883545,15472900
2010-04-29,12.84782600402832,7481600
2010-04-30,12.981658935546875,4639500
2010-05-04,13.784646034240723,33203300
2010-05-06,13.717732429504395,10529000
2010-05-07,13.249319076538086,21960900
2010-05-10,13.58389949798584,14271800
2010-05-11,13.182408332824707,17717400
2010-05-12,13.249319076538086,10341500
2010-05-13,13.115488052368164,11107000
2010-05-14,13.249319076538086,6321500
2010-05-17,13.04857349395752,9099200
2010-05-18,13.182408332824707,5003800
2010-05-19,13.182408332824707,6566700
2010-05-20,13.182408332824707,0
2010-05-21,13.182408332824707,0
2010-05-24,12.71399211883545,16469200
2010-05-25,12.245583534240723,14687100
2010-05-26,12.245583534240723,15670900
2010-05-27,12.111749649047852,37847500
2010-05-31,12.446331977844238,18180400
2010-06-01,12.245583534240723,10932300
2010-06-02,12.647078514099121,10904700
2010-06-03,13.04857349395752,21115100
2010-06-04,13.249319076538086,19279700
2010-06-07,12.84782600402832,13061500
2010-06-08,12.71399211883545,9696200
2010-06-09,12.84782600402832,8266300
2010-06-10,12.914740562438965,7550600
2010-06-11,13.04857349395752,9018100
2010-06-14,13.182408332824707,10685800
2010-06-15,13.115488052368164,6197000
2010-06-16,13.182408332824707,17088200
2010-06-17,13.115488052368164,7133200
2010-06-18,12.84782600402832,9815300
2010-06-21,13.516982078552246,41873600
2010-06-22,13.383149147033691,15494000
2010-06-23,13.383149147033691,11728000
2010-06-24,13.115488052368164,17243400
2010-06-25,12.981658935546875,12164100
2010-06-28,13.249319076538086,7171600
2010-06-29,13.182408332824707,7894000
2010-06-30,13.115488052368164,38575800
2010-07-02,13.182408332824707,6953900
2010-07-05,13.115488052368164,9320400
2010-07-06,13.450066566467285,11679100
2010-07-07,13.249319076538086,12074700
2010-07-08,13.249319076538086,27614500
2010-07-09,13.31623649597168,13534900
2010-07-12,13.31623649597168,15010600
2010-07-13,13.182408332824707,15030300
2010-07-14,13.249319076538086,11262300
2010-07-15,13.182408332824707,14151300
2010-07-16,13.182408332824707,9508200
2010-07-19,13.249319076538086,5630400
2010-07-20,13.249319076538086,33619900
2010-07-21,13.249319076538086,12121200
2010-07-22,13.717732429504395,74655700
2010-07-23,13.851561546325684,50815700
2010-07-27,14.386887550354004,61199900
2010-07-28,14.11922550201416,33128800
2010-07-29,13.985394477844238,16818600
2010-07-30,13.784646034240723,17952600
2010-08-02,13.918473243713379,10284300
2010-08-03,13.717732429504395,17135900
2010-08-04,13.784646034240723,8854600
2010-08-05,13.851561546325684,20740300
2010-08-06,13.784646034240723,16592800
2010-08-09,13.851561546325684,13629200
2010-08-10,13.58389949798584,21845200
2010-08-11,13.516982078552246,14171900
2010-08-16,13.383149147033691,8010500
2010-08-17,13.450066566467285,6122700
2010-08-18,13.650813102722168,28039000
2010-08-19,13.784646034240723,15049600
2010-08-20,13.717732429504395,13360600
2010-08-23,13.851561546325684,15431600
