Date,Close,Volume
2010-01-04,33.00627899169922,2937200
2010-01-05,32.7201042175293,2967600
2010-01-06,32.338531494140625,5005600
2010-01-07,31.861549377441406,7160700
2010-01-08,31.956953048706055,5945800
2010-01-11,32.052345275878906,4560400
2010-01-12,31.956953048706055,3267700
2010-01-13,32.052345275878906,2651100
2010-01-14,32.338531494140625,3542900
2010-01-15,32.14773941040039,3352200
2010-01-18,31.956953048706055,1732400
2010-01-19,31.766159057617188,7061000
2010-01-20,32.14773941040039,3951600
2010-01-21,31.766159057617188,2862500
2010-01-22,32.338531494140625,6092400
2010-01-25,32.338531494140625,3371400
2010-01-26,31.766159057617188,2201800
2010-01-27,31.384597778320312,2822200
2010-01-28,31.575380325317383,1567400
2010-01-29,31.670766830444336,3915500
2010-02-01,31.289188385009766,3984500
2010-02-02,31.384597778320312,3309300
2010-02-03,31.670766830444336,1715800
2010-02-04,31.670766830444336,1885700
2010-02-05,31.575380325317383,2604100
2010-02-08,31.670766830444336,1970300
2010-02-09,32.052345275878906,3242200
2010-02-10,32.052345275878906,3783500
2010-02-11,31.956953048706055,3238600
2010-02-12,33.674041748046875,15887800
2010-02-15,33.86482620239258,8814800
2010-02-16,33.96022415161133,3567900
2010-02-17,33.96022415161133,4424300
2010-02-18,33.674041748046875,4609200
2010-02-19,33.578636169433594,4164700
2010-02-22,33.674041748046875,6419600
2010-02-23,33.769439697265625,4824900
2010-02-24,33.578636169433594,2436800
2010-02-25,33.48324966430664,4918600
2010-02-26,33.578636169433594,4118300
2010-03-02,32.14773941040039,29805600
2010-03-03,31.384597778320312,15562800
2010-03-04,31.003007888793945,14016000
2010-03-05,29.285921096801758,30525300
2010-03-08,29.762901306152344,18952400
2010-03-09,29.381315231323242,7333400
2010-03-10,29.57210350036621,11317000
2010-03-11,30.239864349365234,11483600
2010-03-12,30.90762710571289,9801000
2010-03-15,30.71683120727539,6308800
2010-03-16,32.338531494140625,20777400
2010-03-17,32.7201042175293,11464000
2010-03-18,32.338531494140625,7658800
2010-03-19,32.433921813964844,10444900
2010-03-22,32.338531494140625,8772800
2010-03-23,32.433921813964844,6822900
2010-03-24,32.243125915527344,10722500
2010-03-25,32.7201042175293,8886200
2010-03-26,32.815494537353516,7543500
2010-03-29,32.5293083190918,3510700
2010-03-30,32.62471389770508,7824500
2010-03-31,32.910888671875,8317400
2010-04-01,33.48324966430664,6219600
2010-04-02,33.96022415161133,7079300
2010-04-05,34.34178924560547,6722100
2010-04-07,35.10494613647461,9479200
2010-04-08,33.86482620239258,15155000
2010-04-09,34.34178924560547,11272100
2010-04-12,33.101783752441406,14660200
2010-04-16,31.105175018310547,18802300
2010-04-19,31.105175018310547,9642000
2010-04-20,32.78655242919922,8342000
2010-04-21,32.156028747558594,6988200
2010-04-22,32.05094909667969,5056900
2010-04-23,31.840774536132812,3694900
2010-04-26,31.945858001708984,2588100
2010-04-27,31.630603790283203,7473100
2010-04-28,31.105175018310547,3246400
2010-04-29,31.21025848388672,2643200
2010-04-30,31.840774536132812,5769200
2010-05-04,32.3661994934082,8739200
2010-05-06,32.47127914428711,5064700
2010-05-07,32.05094909667969,5965800
2010-05-10,32.261112213134766,4258900
2010-05-11,32.156028747558594,4917000
2010-05-12,32.261112213134766,2617300
2010-05-13,31.945858001708984,6009200
2010-05-14,31.735681533813477,3248000
2010-05-17,31.315353393554688,3738600
2010-05-18,31.525516510009766,2090800
2010-05-19,31.630603790283203,3402600
2010-05-20,31.630603790283203,0
2010-05-21,31.630603790283203,0
2010-05-24,31.21025848388672,5103000
2010-05-25,30.789918899536133,7027900
2010-05-26,31.105175018310547,4557500
2010-05-27,31.105175018310547,3088900
2010-05-31,31.630603790283203,2234900
2010-06-01,31.420438766479492,2710600
2010-06-02,32.156028747558594,2876300
2010-06-03,33.41706085205078,10056600
2010-06-04,33.20688247680664,3127200
2010-06-07,33.31196975708008,5614300
2010-06-08,34.15264129638672,9750900
2010-06-09,34.15264129638672,5226300
2010-06-10,34.467891693115234,4907200
2010-06-11,34.88823699951172,5396500
2010-06-14,35.623836517333984,7537100
2010-06-15,35.2035026550293,4599000
2010-06-16,34.99332046508789,4157800
2010-06-17,34.88823699951172,5622900
2010-06-18,35.72892379760742,6499000
2010-06-21,35.623836517333984,3990700
2010-06-22,35.2035026550293,4917100
2010-06-23,35.623836517333984,4118400
2010-06-24,35.3085823059082,8727300
2010-06-25,35.41366958618164,2413100
2010-06-28,35.41366958618164,3011100
2010-06-29,35.41366958618164,3821800
2010-06-30,36.46452331542969,21658500
2010-07-02,37.620452880859375,14464000
2010-07-05,36.98992919921875,6943700
2010-07-06,36.46452331542969,7200200
2010-07-07,36.779781341552734,5685700
2010-07-08,36.98992919921875,3840500
2010-07-09,36.779781341552734,3817800
2010-07-12,36.35942459106445,2838700
2010-07-13,36.149261474609375,4276600
2010-07-14,36.46452331542969,1708900
2010-07-15,36.56959533691406,4116500
2010-07-16,36.25434112548828,1872000
2010-07-19,36.46452331542969,3602100
2010-07-20,36.35942459106445,4150500
2010-07-21,36.884849548339844,6837300
2010-07-22,38.77638626098633,31029100
2010-07-23,38.35604476928711,10019800
2010-07-27,38.35604476928711,6879400
2010-07-28,38.881465911865234,5463600
2010-07-29,38.881465911865234,4441500
2010-07-30,39.30181884765625,7520500
2010-08-02,39.5119743347168,5333100
2010-08-03,39.09164047241211,3237200
2010-08-04,38.35604476928711,6117400
2010-08-05,38.881465911865234,5718200
2010-08-06,38.671302795410156,5426700
2010-08-09,38.98656463623047,4232500
2010-08-10,38.98656463623047,6085500
2010-08-11,39.19673156738281,3265900
2010-08-16,39.09164047241211,8664000
2010-08-17,39.09164047241211,3286200
2010-08-18,40.28611755371094,5511000
2010-08-19,40.394691467285156,4269600
2010-08-20,41.04622268676758,7867900
2010-08-23,40.068931579589844,4795100
2010-08-24,39.85174560546875,5720700
2010-08-25,39.525997161865234,2710800
2010-08-26,39.74317932128906,3661600
2010-08-27,40.611881256103516,9305500
2010-08-30,40.394691467285156,7995700
2010-08-31,40.068931579589844,5143200
2010-09-01,40.50328063964844,6673300
2010-09-02,40.28611755371094,4961500
2010-09-03,40.394691467285156,5187600
2010-09-06,41.480567932128906,12531000
2010-09-07,41.9149284362793,16178600
2010-09-08,42.349281311035156,19347500
2010-09-09,43.000797271728516,16125100
2010-09-10,42.24068832397461,10582500
2010-09-13,42.89221954345703,15247500
2010-09-14,42.24068832397461,11170900
2010-09-15,42.89221954345703,12141000
2010-09-16,42.56644821166992,7082300
2010-09-17,38.87446975708008,72723700
